stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
1552d,Selçuklu Belediyesi Ortaokulu,,37.9860833,32.495225,,
1553a,Cumhuriyet Polis Merkezi,,37.9427,32.5121,,
1553d,Cumhuriyet Polis Merkezi,,37.9427,32.51185,,
1554a,Sukunet,,37.9671183,32.5288416,,
1554d,Sukunet,,37.9670166,32.5288333,,
1556a,Büşra,,37.9692,32.51572,,
1556d,Büşra,,37.96915,32.51535,,
1557a,Soytürk,,37.9694033,32.5303334,,
1557d,Soytürk,,37.9694,32.5304333,,
1558a,Ardıçlı 16601,,38.01745,32.4333,,
1558d,Ardıçlı 16601,,38.0174167,32.43327,,
1559a,Arapağıl Mevki,,38.02115,32.38385,,
1559d,Arapağıl Mevki,,38.0210833,32.38383,,
155a,Anasultan Cami,,37.8336167,32.42255,,
155d,Anasultan Cami,,37.8336417,32.4226083,,
1560a,Akasya,,38.021575,32.37856,,
1560d,Akasya,,38.0215584,32.3785,,
1561a,Yeni Belediye Cd,,38.0629,32.3312,,
1561d,Yeni Belediye Cd,,38.0629584,32.33118,,
1562a,Tekin,,38.0654417,32.32986,,
1562d,Tekin,,38.0655,32.32968,,
1563a,Sıdkı,,37.9512583,32.5181334,,
1563d,Sıdkı,,37.9512583,32.5180934,,
1564a,Turgay,,37.9544583,32.5177333,,
1564d,Turgay,,37.9544283,32.5176833,,
1565a,Abidin Saniye Erçal Ortaokulu,,37.956923,32.517287,,
1565d,Abidin Saniye Erçal Ortaokulu,,37.95688,32.517093,,
1566a,Dönerli,,37.960475,32.5222583,,
1566d,Dönerli,,37.960475,32.5222083,,
1567a,Mta Girişi,,37.9617167,32.52275,,
1567d,Mta Girişi,,37.9617667,32.52275,,
1568a,Gökçeli,,37.9620334,32.52695,,
1568d,Gökçeli,,37.9620167,32.52705,,
1569a,Veli Köy,,37.965075,32.5268417,,
1569d,Veli Köy,,37.965075,32.526925,,
156a,Türkaslan,,37.8333417,32.417925,,
156d,Türkaslan,,37.8333667,32.4179666,,
1570a,Özbek,,37.969862,32.527651,,
1570d,Özbek,,37.969891,32.527644,,
1571a,Salihdede,,37.972517,32.528446,,
1571d,Salihdede,,37.972507,32.528543,,
1572a,Yücetürk,,37.9742417,32.5281417,,
1572d,Yücetürk,,37.9742917,32.5282583,,
1573a,Rağbet,,37.9763417,32.5249334,,
1573d,Rağbet,,37.9764166,32.5249917,,
1574a,Keşmir,,37.97625,32.5227667,,
1574d,Keşmir,,37.9763917,32.5230167,,
1576a,Pamukpınar,,37.919975,32.4426833,,
1576d,Pamukpınar,,37.9201084,32.4427417,,
1577a,Esatpaşa,,37.9223917,32.4441417,,
1577d,Esatpaşa,,37.9226083,32.4442917,,
1578a,Kuytu,,37.9220834,32.44725,,
1578d,Kuytu,,37.9217417,32.4474417,,
1579a,Sezer,,37.9187417,32.4485083,,
1579d,Sezer,,37.918525,32.448625,,
157a,Erhat,,37.8304666,32.4276333,,
157d,Erhat,,37.830325,32.4277083,,
1580a,Şehit Cafer Temel,,37.9584834,32.5268333,,
1580d,Şehit Cafer Temel,,37.9583166,32.52695,,
1581a,Memko,,37.9557833,32.5294333,,
1581d,Memko,,37.9558667,32.5295583,,
1582a,Mübah,,37.9548333,32.5309,,
1582d,Mübah,,37.95485,32.53095,,
1583a,Akşam,,37.9517167,32.5308167,,
1583d,Akşam,,37.9518,32.5309166,,
1584a,Sancaktepe Parkı,,37.9519334,32.5291667,,
1585a,Gönüllü,,37.9492417,32.53335,,
1585d,Gönüllü,,37.9492583,32.5335166,,
1586a,Kağıthane,,37.9498817,32.536275,,
1586d,Kağıthane,,37.9497517,32.53635,,
1587a,Zambak,,37.9498333,32.5396583,,
1587d,Zambak,,37.9497833,32.5395833,,
1588a,Şehit Enes Kaya,,37.9480417,32.531475,,
1588d,Şehit Enes Kaya,,37.9476833,32.5307,,
1589d,Asude,,37.94755,32.527175,,
158a,Ahmet Paşa,,37.828175,32.4263083,,
158d,Ahmet Paşa,,37.828125,32.4263917,,
1590a,Mizan,,37.94839,32.520137,,
1590d,Mizan,,37.948142,32.520132,,
1591a,Dr. Sadık Ahmet,,37.9487417,32.516975,,
1591d,Dr. Sadık Ahmet,,37.9484,32.5169833,,
1592a,Leylekli Parkı,,37.89141,32.45693,,
1592d,Leylekli Parkı,,37.89148,32.4568,,
1593a,Efe,,38.06421,32.33038,,
1593d,Efe,,38.064327,32.330284,,
1594a,Bosna Pazar,,38.0117083,32.5221917,,
1594d,Bosna Pazar,,38.0117083,32.5221417,,
1595a,Mesaj,,38.0146666,32.5213833,,
1595d,Mesaj,,38.0148754,32.5217743,,
1596a,Bosna Mesaj,,38.0176417,32.5234083,,
1596d,Bosna Mesaj,,38.0177078,32.523674,,
1597a,Kambaş,,38.0177083,32.526325,,
1597d,Kambaş,,38.0176917,32.5262083,,
1598a,Göztepe Konutları,,37.9356833,32.44015,,
1599a,Nizam,,38.0153083,32.5299583,,
1599d,Nizam,,38.015425,32.5297667,,
159a,Olcay Fidanlığı,,37.8247583,32.4253917,,
159d,Olcay Fidanlığı,,37.8246,32.4254333,,
1600a,Vatansever,,38.01505,32.5316417,,
1600d,Vatansever,,38.0151,32.5317,,
1601a,Yaldız,,38.0166416,32.5280083,,
1601d,Yaldız,,38.0165167,32.528025,,
1602a,Yunus Emre Cami,,38.012052,32.534273,,
1602d,Yunus Emre Cami,,38.012057,32.534181,,
1603a,Bosna Komek,,38.010915,32.531049,,
1603d,Bosna Komek,,38.010926,32.531103,,
1604a,Kemerli,,38.0121,32.5264833,,
1604d,Kemerli,,38.0121083,32.5266417,,
1605a,Büyük Hizmet,,38.008025,32.528675,,
1605d,Büyük Hizmet,,38.0079417,32.5289084,,
1606a,Nergiz,,38.0062,32.530075,,
1606d,Nergiz,,38.00625,32.5302083,,
1609a,Yemeni,,38.009237,32.532458,,
1609d,Yemeni,,38.009294,32.532489,,
160a,Seyyah,,37.822775,32.4252583,,
160d,Seyyah,,37.82275,32.425375,,
1610a,Mevlevi,,38.0037667,32.5360833,,
1610d,Mevlevi,,38.0037667,32.5359667,,
1611a,Hasip,,38.002565,32.533411,,
1611d,Hasip,,38.002506,32.533449,,
1612a,Hakikat,,38.004157,32.531782,,
1613a,Reyhan,,38.0041667,32.5260083,,
1614a,Nur,,38.0068083,32.5240417,,
1615a,Akif,,38.008975,32.523175,,
1616a,Ümmü Habibe,,37.993075,32.5909334,,
1616d,Ümmü Habibe,,37.992975,32.590675,,
1617a,Ertuğrul Gazi İlkokulu,,38.0075667,32.5355833,,
1617d,Ertuğrul Gazi İlkokulu,,38.0074833,32.535725,,
1618a,Sümeyye,,38.0103834,32.5356166,,
1618d,Sümeyye,,38.010425,32.5357333,,
1619a,Şenay,,38.01385,32.5356333,,
1619d,Şenay,,38.0138083,32.5357417,,
161a,Antik,,37.8203,32.4267583,,
161d,Antik,,37.82015,32.4269083,,
1620a,Işıklar,,38.0020417,32.526225,,
1620d,Işıklar,,38.0020833,32.5265,,
1621a,Ünaldı,,37.999524,32.526408,,
1621d,Ünaldı,,37.999628,32.526633,,
1622a,Yüzerler,,37.9955916,32.525375,,
1622d,Yüzerler,,37.9949917,32.5249917,,
1623a,Çelikeller,,37.9909633384002,32.5230771303177,,
1623d,Çelikeller,,37.99092,32.52335,,
1624a,Ensar,,38.0036417,32.5294834,,
1624d,Ensar,,38.0035416,32.5295083,,
1625a,Gülbahçe,,37.983899,32.523132,,
1625d,Gülbahçe,,37.983881,32.523343,,
1626a,Japon Parkı,,37.9798667,32.5200833,,
1626d,Japon Parkı,,37.9799083,32.5203083,,
1627a,İftihar,,37.9772083,32.5201083,,
1627d,İftihar,,37.9772167,32.52035,,
1628a,Gürşahin,,37.948083,32.541149,,
1628d,Gürşahin,,37.948352,32.541122,,
1629a,Oruç Reis,,37.8893083,32.48316,,
1629d,Oruç Reis,,37.8892083,32.48316,,
162a,Güldiken,,37.818414,32.428411,,
162d,Güldiken,,37.81845,32.428486,,
1630a,Maden Yolu,,37.89055,32.48498,,
1630d,Maden Yolu,,37.8904583,32.48494,,
1631a,Darıkapısı,,37.8920416,32.48717,,
1631d,Darıkapısı,,37.8919917,32.48722,,
1632a,Manavlı,,37.8942334,32.48678,,
1632d,Manavlı,,37.8944,32.48687,,
1633a,Selçuklu Lisesi,,37.8964583,32.48568,,
1633d,Selçuklu Lisesi,,37.8963083,32.48586,,
1634d,Mehteran,,37.899552,32.488637,,
1635a,Adaklı,,37.900165,32.48683,,
1635d,Adaklı,,37.9006083,32.48681,,
1636a,Fatih Cami,,37.9007667,32.48352,,
1636d,Fatih Cami,,37.9010667,32.48397,,
1637a,Selçuklu Nüfus Müdürlüğü,,37.901225,32.47996,,
1637d,Selçuklu Nüfus Müdürlüğü,,37.901375,32.48014,,
1638a,Konya İl Özel İdare,,37.93894,32.511662,,
1638d,Konya İl Özel İdare,,37.93894,32.511266,,
1639a,Zembil,,37.902958,32.476185,,
1639d,Zembil,,37.903027,32.476289,,
163a,Tokalı,,37.8188166,32.43095,,
163d,Tokalı,,37.818875,32.4310166,,
1640a,İlyas,,37.9052917,32.47707,,
1640d,İlyas,,37.9051334,32.47715,,
1641a,Özalkent Mevlana Cami,,37.9076417,32.47538,,
1641d,Özalkent Mevlana Cami,,37.9076916,32.47555,,
1642a,Safa,,37.9096917,32.4721083,,
1642d,Safa,,37.90961,32.47257,,
1643a,22 Nolu Sağlık Ocağı,,37.9102833,32.47648,,
1643d,22 Nolu Sağlık Ocağı,,37.91025,32.47611,,
1644a,Erçevik,,37.908725,32.47922,,
1644d,Erçevik,,37.908575,32.47906,,
1645a,Düşünce,,37.9062583,32.48204,,
1645d,Düşünce,,37.9060584,32.48179,,
1646a,Akbulut,,37.904228,32.483648,,
1646d,Akbulut,,37.904417,32.483814,,
1647a,Günyüzü,,37.902794,32.485069,,
1647d,Günyüzü,,37.902842,32.485359,,
1648a,Halıören,,37.904425,32.48759,,
1648d,Halıören,,37.904112,32.487677,,
1649d,Uhud Cami,,37.90605,32.49025,,
164a,Sapandağı,,37.81955,32.43365,,
164d,Sapandağı,,37.8195917,32.4337083,,
1650d,İskan,,37.9079,32.4892833,,
1651a,Aydınlıkevler Cami,,37.910397,32.489854,,
1652a,İstasyon,,37.8665166,32.47842,,
1652d,İstasyon,,37.866575,32.47843,,
1653a,Asya,,37.853264,32.665544,,
1653d,Asya,,37.853507,32.665593,,
1654a,Metanet,,37.880979,32.453926,,
1654d,Metanet,,37.881816,32.454288,,
1655a,Başkent Hastanesi,,37.88383,32.457483,,
1655d,Başkent Hastanesi,,37.883908,32.4571,,
1656a,Novotel,,37.886235,32.460013,,
1656d,Novotel,,37.886397,32.460785,,
1657a,İncedere,,37.899477,32.451874,,
1657d,İncedere,,37.899556,32.45188,,
1658a,Eşrefoğlu İlkokulu,,37.8894917,32.464775,,
1658d,Eşrefoğlu İlkokulu,,37.8897417,32.4645583,,
1659a,Boyalı,,37.89065,32.46785,,
1659d,Boyalı,,37.8909333,32.46775,,
165a,Topraklık,,37.8171417,32.434225,,
165d,Topraklık,,37.8171083,32.4343667,,
1660a,Eski Sille Cd,,37.89135,32.4718166,,
1660d,Eski Sille Cd,,37.8916667,32.4719,,
1661a,Mahmut Sami Ramazanoğlu İhl,,37.894625,32.481075,,
1661d,Mahmut Sami Ramazanoğlu İhl,,37.894825,32.480775,,
1662a,Konevi Lisesi,,37.8973916,32.4843583,,
1662d,Konevi Lisesi,,37.89775,32.4843167,,
1663a,Mukaddemi,,37.886082,32.479238,,
1663d,Mukaddemi,,37.886168,32.479152,,
1664a,Necmettin Erbakan Parkı,,37.878075,32.48652,,
1665d,Maliye,,37.8761834,32.48488,,
1666a,Uluşahin,,37.877041,32.4826,,
1666d,Uluşahin,,37.87705,32.482713,,
1667a,15 Temmuz Şehitler İlkokulu,,37.8842916,32.4766333,,
1667d,15 Temmuz Şehitler İlkokulu,,37.884125,32.4765917,,
1668a,Fahrettin Ayaz,,37.864059,32.477179,,
1668d,Fahrettin Ayaz,,37.864142,32.476955,,
1669a,İbrahim Müteferrika,,37.8800333,32.47815,,
1669d,İbrahim Müteferrika,,37.880143,32.478391,,
166a,Çayırlı,,37.830775,32.431275,,
166d,Çayırlı,,37.8306083,32.4315417,,
1670a,Kibrit Cami,,37.8821833,32.47368,,
1670d,Kibrit Cami,,37.8819917,32.47359,,
1671a,Şefikcan,,37.8833917,32.47083,,
1671d,Şefikcan,,37.8832583,32.47064,,
1672a,Alemdar Sultan Cami,,37.885825,32.46464,,
1672d,Alemdar Sultan Cami,,37.885975,32.46482,,
1673a,Uzunpınar,,37.8888083,32.46011,,
1673d,Uzunpınar,,37.8888834,32.46038,,
1674a,Kalemoğlu,,37.8932334,32.46125,,
1674d,Kalemoğlu,,37.8928334,32.46142,,
1675a,Arıburun,,37.89535,32.46193,,
1675d,Arıburun,,37.89535,32.46222,,
1676a,Ermek,,37.8983083,32.46284,,
1676d,Ermek,,37.89825,32.46312,,
1677a,14 Nolu Sağlık Ocağı,,37.9012083,32.46427,,
1677d,14 Nolu Sağlık Ocağı,,37.9010583,32.46446,,
1678a,Rauf Denktaş,,37.8826917,32.48724,,
1678d,Rauf Denktaş,,37.88285,32.48733,,
1679a,Eraydın,,37.8864583,32.48231,,
1679d,Eraydın,,37.8865333,32.4825,,
167a,Ekinci,,37.828814,32.43332,,
167d,Ekinci,,37.828843,32.433475,,
1680a,Otlukbeli,,37.8888083,32.48045,,
1680d,Otlukbeli,,37.8887,32.48103,,
1681a,Büyükbayram Ortaokulu,,37.890725,32.47776,,
1681d,Büyükbayram Ortaokulu,,37.8909917,32.47785,,
1682a,Yeditepe,,37.8938417,32.47621,,
1682d,Yeditepe,,37.8944417,32.47576,,
1683a,Gökçedağ,,37.897325,32.47163,,
1683d,Gökçedağ,,37.8972583,32.47206,,
1684a,Salkım,,37.8987417,32.46976,,
1684d,Salkım,,37.8993084,32.46942,,
1685a,Arif,,37.901225,32.46628,,
1685d,Arif,,37.9013617,32.46666,,
1686a,Timurtaş,,37.9038583,32.46299,,
1686d,Timurtaş,,37.9043417,32.46275,,
1687a,Günlük,,37.905626,32.460565,,
1687d,Günlük,,37.905621,32.460929,,
1688a,Tertip,,37.908593,32.456727,,
1688d,Tertip,,37.90866,32.456853,,
1689a,Beşerler Cami,,37.911423,32.45412,,
1689d,Beşerler Cami,,37.911478,32.454287,,
168a,Sağlamtaş,,37.825825,32.4347417,,
168d,Sağlamtaş,,37.825775,32.4348917,,
1690a,Erenköy Hareket Merkezi,,37.913601,32.451705,,
1690d,Erenköy Hareket Merkezi,,37.914159,32.451206,,
1691a,Petekte,,37.91585,32.44572,,
1691d,Petekte,,37.9159583,32.44587,,
1692a,Karyağar,,37.9150083,32.448325,,
1692d,Karyağar,,37.915125,32.4486,,
1693a,Ted Koleji,,37.9258833,32.43645,,
1693d,Ted Koleji,,37.9259,32.43656,,
1694a,Karlıdere,,37.927225,32.43418,,
1694d,Karlıdere,,37.9273,32.43425,,
1695a,Daribeka,,37.9283333,32.42972,,
1695d,Daribeka,,37.928375,32.42981,,
1696a,Sille Mezarlığı,,37.9288,32.42603,,
1696d,Sille Mezarlığı,,37.9288666,32.42602,,
1697a,Sille Halk Kütüphanesi,,37.927519,32.422422,,
1697d,Sille Halk Kütüphanesi,,37.927619,32.42242,,
1698a,Sille,,37.927075,32.419457,,
1698d,Sille,,37.927149,32.419425,,
1699a,Sille Çay Cami,,37.925999,32.417464,,
1699d,Sille Çay Cami,,37.926099,32.417464,,
169a,Eynesli,,37.8240917,32.4365083,,
169d,Eynesli,,37.823946,32.436731,,
16a,Kızılay Hastanesi,,37.866343,32.497633,,
16d,Kızılay Hastanesi,,37.866419,32.4983954,,
1700a,Sille Son Durak,,37.926413,32.414305,,
1700d,Sille Son Durak,,37.926453,32.414336,,
1701a,Sille Baraji,,37.931725,32.401875,,
1701d,Sille Baraji,,37.9314334,32.40175,,
1702a,Baraj,,37.94126,32.380409,,
1702d,Baraj,,37.94126,32.380509,,
1703a,Tatköy Baraj,,37.944184,32.377341,,
1703d,Tatköy Baraj,,37.944098,32.377261,,
1704a,Baraj 2,,37.9463083,32.3754083,,
1704d,Baraj 2,,37.9463,32.37535,,
1705a,16452. Sk,,37.9499916,32.3731833,,
1705d,16452. Sk,,37.9499916,32.3730833,,
1706a,Tatköy Yol Ayrımı,,37.95255,32.3705417,,
1706d,Tatköy Yol Ayrımı,,37.9526084,32.3703917,,
1707a,Baraj 1,,37.9532666,32.3673667,,
1707d,Baraj 1,,37.9532167,32.3673416,,
1708a,Tatköy İlkokulu,,37.9545417,32.365225,,
1708d,Tatköy İlkokulu,,37.9545417,32.3650667,,
1709a,Tatköy Merkez,,37.9545167,32.3623916,,
1709d,Tatköy Merkez,,37.9544583,32.3623417,,
170a,Çalıklı Girişi,,37.8225583,32.4373833,,
170d,Çalıklı Girişi,,37.8225,32.4375583,,
1710a,Tatköy Kumocağı,,37.9393417,32.3919917,,
1710d,Tatköy Kumocağı,,37.9395,32.3921583,,
1711a,Palamut,,37.919225,32.44126,,
1711d,Palamut,,37.919225,32.44136,,
1712a,Nihat,,37.9223,32.43796,,
1712d,Nihat,,37.9222833,32.43807,,
1713a,Terzioğlu Cami,,37.916025,32.45105,,
1713d,Terzioğlu Cami,,37.916075,32.45102,,
1714a,Şehit Mustafa Çalışır,,37.9172083,32.45338,,
1714d,Şehit Mustafa Çalışır,,37.9172417,32.45338,,
1715a,Hira 1,,37.9185083,32.4557,,
1715d,Hira 1,,37.9184917,32.4556,,
1716a,Songül,,37.920425,32.45454,,
1716d,Songül,,37.92065,32.4549,,
1717a,Dinamik,,37.922528,32.457233,,
1717d,Dinamik,,37.922437,32.457292,,
1718a,Tutkun 1,,37.923842,32.45475,,
1718d,Tutkun 1,,37.923869,32.454814,,
1719a,Davet,,37.9197417,32.45823,,
1719d,Davet,,37.9197667,32.45825,,
1720a,Sefa Yolu,,37.918781,32.460747,,
1720d,Sefa Yolu,,37.918855,32.460672,,
1721a,Nurcan Akpınar İlkokulu,,37.918832,32.463676,,
1721d,Nurcan Akpınar İlkokulu,,37.918822,32.463767,,
1722a,Sinem,,37.911301,32.4583,,
1722d,Sinem,,37.911397,32.458128,,
1723a,Güzel Sanatlar Lisesi,,37.914499,32.462422,,
1723d,Güzel Sanatlar Lisesi,,37.914529,32.462387,,
1724a,Güroğlu,,37.916549,32.464116,,
1724d,Güroğlu,,37.91661,32.463968,,
1725a,3. Mehmed,,37.918528,32.46587,,
1725d,3. Mehmed,,37.918648,32.465763,,
1726a,Babacan,,37.9172583,32.46919,,
1726d,Babacan,,37.9171683,32.46929,,
1727a,Vasıl,,37.914675,32.46681,,
1727d,Vasıl,,37.9145917,32.46686,,
1728a,Tahir Hoca Cami,,37.911221,32.466101,,
1728d,Tahir Hoca Cami,,37.911245,32.466145,,
1729a,17349. Sk,,37.734496,32.466165,,
172a,Sarıyayla,,37.824375,32.439925,,
172d,Sarıyayla,,37.82445,32.439975,,
1730a,Dekor,,37.9089333,32.46632,,
1730d,Dekor,,37.9089417,32.46646,,
1731a,Aynur,,37.906625,32.46711,,
1731d,Aynur,,37.906575,32.46729,,
1732a,Gülrevan,,37.9061333,32.47144,,
1732d,Gülrevan,,37.906075,32.47156,,
1733a,Genç Doktorlar,,37.904125,32.47331,,
1733d,Genç Doktorlar,,37.904125,32.47339,,
1734a,Mecaz,,37.9016083,32.47513,,
1734d,Mecaz,,37.901775,32.47513,,
1735a,Nevin,,37.900225,32.476125,,
1735d,Nevin,,37.9001583,32.4763417,,
1736a,Tekbir,,37.89951,32.480038,,
1736d,Tekbir,,37.899525,32.479952,,
1737a,Köşk,,37.8963667,32.47947,,
1737d,Köşk,,37.89655,32.47943,,
1738a,Şehit Ufuk Başarı Asm,,37.9041183,32.45845,,
1738d,Şehit Ufuk Başarı Asm,,37.9041583,32.45839,,
1739a,Seyyid,,37.902075,32.45673,,
1739d,Seyyid,,37.902125,32.45669,,
173a,Kovanağzı Cd,,37.849486,32.483128,,
173d,Kovanağzı Cd,,37.849475,32.483267,,
1740a,Kınataş,,37.899175,32.45474,,
1740d,Kınataş,,37.8991,32.45463,,
1741a,Rahat,,37.8962917,32.45289,,
1741d,Rahat,,37.896275,32.45281,,
1742a,Hocacihan İhl,,37.8934917,32.45041,,
1742d,Hocacihan İhl,,37.8935,32.45033,,
1743a,Şehit Fethi Sekin Lisesi,,37.758446,32.509558,,
1743d,Şehit Fethi Sekin Lisesi,,37.758512,32.509526,,
1744a,Farabi Cd,,37.759147,32.506489,,
1744d,Farabi Cd,,37.759136,32.506575,,
1745a,İrem,,37.8977583,32.44548,,
1745d,İrem,,37.8977083,32.44546,,
1746a,Özenmiş,,37.899482,32.447577,,
1746d,Özenmiş,,37.89948,32.447674,,
1747a,Arafat Cami,,37.9011833,32.45088,,
1747d,Arafat Cami,,37.9013,32.45122,,
1748a,Barut,,37.9044333,32.45133,,
1748d,Barut,,37.9044333,32.4515999,,
1749a,Sabırhane,,37.906889,32.451886,,
1749d,Sabırhane,,37.906787,32.452079,,
174a,Batıhan,,37.8274583,32.4409417,,
174d,Batıhan,,37.8274583,32.4408417,,
1750a,Örgü,,37.9090083,32.45094,,
1751a,Temizer,,37.910625,32.45268,,
1752a,Amine,,37.761641,32.506275,,
1752d,Amine,,37.761626,32.506377,,
1753a,Mehmet Akdoğan Ortaokulu,,37.892468,32.470736,,
1753d,Mehmet Akdoğan Ortaokulu,,37.892593,32.470666,,
1754a,Mehmet Dalan Cami,,37.891274,32.466165,,
1754d,Mehmet Dalan Cami,,37.89134,32.466133,,
1755a,Koyuncular,,37.8921417,32.462775,,
1755d,Koyuncular,,37.8921833,32.46295,,
1756a,Demirbilek,,37.892945,32.459181,,
1756d,Demirbilek,,37.892951,32.459594,,
1757a,Yeniyol,,37.8961417,32.46089,,
1757d,Yeniyol,,37.8961666,32.46095,,
1758a,Kanuni Sultan Süleyman Ortaokulu,,37.8987166,32.45807,,
1758d,Kanuni Sultan Süleyman Ortaokulu,,37.8987417,32.4581,,
1759a,Tozlukbeli,,37.900725,32.45942,,
1759d,Tozlukbeli,,37.900625,32.45936,,
175a,Canbazlar,,37.82956,32.437654,,
175d,Canbazlar,,37.8296,32.437739,,
1760a,Bingöl,,37.901322,32.46225,,
1760d,Bingöl,,37.901387,32.462271,,
1761a,Nefir,,37.877744,32.472469,,
1761d,Nefir,,37.877682,32.47242,,
1762a,Sırmakeş,,37.878775,32.47006,,
1762d,Sırmakeş,,37.878825,32.47003,,
1763a,Mehmet Akif Cami,,37.880431,32.466368,,
1763d,Mehmet Akif Cami,,37.88052,32.466427,,
1764a,Kargı,,37.882001,32.463374,,
1764d,Kargı,,37.882062,32.463438,,
1766a,Tekke Mezarlığı,,37.883307,32.46062,,
1766d,Tekke Mezarlığı,,37.883371,32.460666,,
1767d,Başkent Hastanesi Acil,,37.8847916,32.45715,,
1768a,Sezai,,37.8853834,32.4543167,,
1768d,Sezai,,37.8855667,32.4543,,
1769a,Dedeler,,37.886633,32.451086,,
1769d,Dedeler,,37.886724,32.451129,,
176a,Bakırdağı,,37.8308583,32.4362583,,
176d,Bakırdağı,,37.830875,32.4361083,,
1770a,Şehitler Cami,,37.888364,32.448082,,
1770d,Şehitler Cami,,37.888417,32.448194,,
1771a,Cihan,,37.884588,32.444831,,
1771d,Cihan,,37.884573,32.444949,,
1772a,Ağırsu,,37.88075,32.44387,,
1773a,Fazlı,,37.8829667,32.4395583,,
1773d,Fazlı,,37.8828666,32.439425,,
1774a,Tatminkar,,37.885966,32.439204,,
1774d,Tatminkar,,37.885995,32.438914,,
1775a,Hazal,,37.664858,32.598354,,
1775d,Hazal,,37.665218,32.598425,,
1776a,Banket,,37.883257,32.433448,,
1777a,Civan,,37.88725,32.43466,,
1778a,Seyfullah Cami,,37.8898833,32.43678,,
1779a,Yurtseven,,37.892375,32.44006,,
1779d,Yurtseven,,37.892425,32.44006,,
177a,Yerleşen,,37.8328917,32.4349917,,
177d,Yerleşen,,37.8328583,32.4349084,,
1780a,Azam,,37.890525,32.4440167,,
1780d,Azam,,37.8906167,32.4441667,,
1781a,Nazlı,,38.022449,32.490353,,
1781d,Nazlı,,38.022367,32.490322,,
1782a,Edebalı,,37.88447,32.45454,,
1782d,Edebalı,,37.88445,32.45458,,
1783a,Hekimbaşı,,37.8825417,32.45174,,
1783d,Hekimbaşı,,37.8826,32.45178,,
1784a,Taşburun,,37.890826,32.448422,,
1784d,Taşburun,,37.890692,32.448538,,
1785a,Mantar,,37.88264,32.44914,,
1785d,Mantar,,37.8826,32.44915,,
1787a,11 Nolu Sağlık Ocağı,,37.8865833,32.44537,,
1787d,11 Nolu Sağlık Ocağı,,37.886374,32.445448,,
1788a,Deresuyu,,37.88822,32.4564,,
1788d,Deresuyu,,37.88826,32.45624,,
1789a,Seyit Emre,,37.922344,32.453511,,
1789d,Seyit Emre,,37.922397,32.453554,,
178a,Çavuşlar,,37.829425,32.4495917,,
178d,Çavuşlar,,37.8294583,32.4496917,,
1790a,Hocacihan Kuba Cami,,37.89035,32.4419417,,
1790d,Hocacihan Kuba Cami,,37.890525,32.441925,,
1791a,Alaybeyi,,37.89355,32.44113,,
1791d,Alaybeyi,,37.8935917,32.44124,,
1792a,Evliyalar,,37.8950667,32.43943,,
1792d,Evliyalar,,37.895,32.43948,,
1793a,Altınok,,37.8962667,32.44148,,
1793d,Altınok,,37.89625,32.44147,,
1794a,Özyer,,37.8938833,32.4339333,,
1794d,Özyer,,37.893775,32.4338,,
1795a,Sarayköy,,37.9017083,32.4055333,,
1795d,Sarayköy,,37.9016834,32.4053833,,
1796a,Rahman Cami,,37.9021417,32.4019917,,
1796d,Rahman Cami,,37.9020083,32.4019584,,
1797a,13193. Sk,,37.8992667,32.4001834,,
1797d,13193. Sk,,37.8990584,32.400175,,
1798a,Sarayköy Merkez,,37.8977334,32.3995,,
1798d,Sarayköy Merkez,,37.8976917,32.3996,,
1799a,13206. Sk,,37.9131917,32.3773166,,
1799d,13206. Sk,,37.91315,32.3773333,,
179a,Orta Cami,,37.827475,32.4534917,,
179d,Orta Cami,,37.8275833,32.4535,,
17a,İl Milli Eğitim Müdürlüğü,,37.8655167,32.50088,,
1800a,Sarayköy Mezarlığı,,37.9139833,32.37455,,
1800d,Sarayköy Mezarlığı,,37.9139916,32.374325,,
1801a,Nezaketli,,37.8935583,32.4734917,,
1801d,Nezaketli,,37.8937917,32.4736916,,
1802a,Ketenciler Sanayi,,37.96518,32.6521,,
1802d,Ketenciler Sanayi,,37.9647,32.65218,,
1803a,Sarayköy Yolu,,37.900432,32.410343,,
1803d,Sarayköy Yolu,,37.900645,32.410064,,
1804a,Konya Gıda Ve Tarım Üniversitesi,,37.876025,32.47491,,
1804d,Konya Gıda Ve Tarım Üniversitesi,,37.876396,32.474775,,
1805a,Haşmetli,,37.8767166,32.47243,,
1805d,Haşmetli,,37.8769083,32.47264,,
1806a,Konya Şeker Fabrikası,,37.8772833,32.46913,,
1806d,Konya Şeker Fabrikası,,37.8774583,32.46917,,
1807a,Göktürkler,,37.8780833,32.46402,,
1807d,Göktürkler,,37.878275,32.46408,,
1808a,Cennet Pınar,,37.8785167,32.46113,,
1808d,Cennet Pınar,,37.8787,32.46122,,
1809a,Hacıköy,,37.879375,32.45586,,
1809d,Hacıköy,,37.87955,32.45596,,
180a,Zafer 2,,37.8269,32.4560167,,
180d,Zafer 2,,37.82695,32.4560834,,
1810a,Vişneli,,37.87975,32.449686,,
1810d,Vişneli,,37.880023,32.449707,,
1811a,Başakçı,,37.8798083,32.4464417,,
1811d,Başakçı,,37.88005,32.4467,,
1812a,Kocakent,,37.8798666,32.4429666,,
1812d,Kocakent,,37.8801084,32.4429583,,
